Fecha,Hora,Producto,ISIN,Bolsa de referencia,Centro de ejecución,Número,Precio,,Valor local,,Valor EUR,Tipo de cambio,Comisión AutoFX,Costes de transacción y/o externos EUR,Total EUR,ID Orden
11-07-2023,15:30,AT&T INC,US00206R1023,NSY,XNYS,36,"15,2800",USD,"-550,08",USD,"-500,44","1,0992","-1,25","-2,00","-503,69",653fce4a-52ba-4c79-84eb-250e818a6952
10-07-2023,09:00,ACS ACTIVIDADES DE CO-RIGHTS,ES06670509N0,MAD,XMAD,3,"1,4600",EUR,"-4,38",EUR,"-4,38",,"0,00",,"-4,38",b444febb-3c2b-4906-ae8f-d83979b2ee2e
10-07-2023,09:00,ACS ACTIVIDADES DE CO-RIGHTS,ES06670509N0,MAD,XMAD,3,"1,4600",EUR,"-4,38",EUR,"-4,38",,"0,00",,"-4,38",b444febb-3c2b-4906-ae8f-d83979b2ee2e
07-07-2023,00:00,ACS CONST. - NON TRADEABLE - NON TRADEABLE,ES06670509N0,DEG,,0,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
07-07-2023,00:00,ACS ACTIVIDADES DE CO-RIGHTS,ES06670509N0,MAD,,0,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
04-07-2023,12:06,ACS ACTIVIDADES DE CO-RIGHTS,ES06670509N0,MAD,,54,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
04-07-2023,12:06,ACS CONST. - NON TRADEABLE,ES06670509N0,DEG,,-54,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
04-07-2023,00:00,ACS CONST. - NON TRADEABLE,ES06670509N0,DEG,,54,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
27-06-2023,15:30,PFIZER INC.,US7170811035,NSY,XNYS,15,"36,9900",USD,"-554,85",USD,"-505,75","1,0971","-1,26","-2,00","-509,01",7de28702-91af-4213-9bb8-a397d55d8a87
30-05-2023,09:00,"MERLIN PROPERTIES SOCIMI, S.A.",ES0105025003,MAD,XMAD,80,"7,6750",EUR,"-614,00",EUR,"-614,00",,"0,00","-2,00","-616,00",c465f6a7-9ad5-47e4-ae86-69b95a0837e5
04-05-2023,09:00,GRUPO CATALANA OCCIDENTE SA,ES0116920333,MAD,XMAD,33,"29,4000",EUR,"-970,20",EUR,"-970,20",,"0,00","-1,00","-971,20",f11eb5ea-21f3-4dc6-b50f-4cf9f0e4efcd
03-04-2023,16:41,LINEA DIRECTA,ES0105546008,MAD,MESI,510,"0,9860",EUR,"-502,86",EUR,"-502,86",,"0,00","-1,00","-503,86",4d136bc1-864a-4e8e-84a4-d57718caf655
20-03-2023,16:57,SIMON PROPERTY GROUP INC,US8288061091,TDG,XGAT,5,"100,0000",EUR,"-500,00",EUR,"-500,00",,"0,00","-3,90","-503,90",1522c601-15d0-4103-94cf-1e73a693e73a
07-03-2023,15:30,3M COMPANY,US88579Y1010,NSY,XNYS,5,"110,0000",USD,"-550,00",USD,"-516,44","1,0650","-1,29","-1,00","-518,73",e27d3ab2-0495-49ce-af33-ed67747da60a
23-02-2023,00:00,KLEPIERRE SA,FR0000121964,TDG,,36,"22,5000",EUR,"-810,00",EUR,"-810,00",,"0,00",,"-810,00",
23-02-2023,00:00,"KLEPIERRE S.A.INH.EO 1,40",FR0000121964,FRA,,-36,"22,5000",EUR,"810,00",EUR,"810,00",,"0,00",,"810,00",
07-02-2023,07:39,ACS DERECHOS (RIGHTS) - NON TRADEABLE,ES06670509M2,DEG,,-54,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
06-02-2023,09:00,REDEIA CORPORACION SA,ES0173093024,MAD,XMAD,30,"16,2100",EUR,"-486,30",EUR,"-486,30",,"0,00","-1,00","-487,30",8cc28919-ff8d-478e-8f0d-07e18d579950
24-01-2023,20:40,INTEL CORP,US4581401001,NDQ,CDED,18,"29,8900",USD,"-538,02",USD,"-494,60","1,0878","-1,24","-1,00","-496,83",c53353f6-073d-4f36-9ee1-97bbd5a27536
24-01-2023,00:00,ACS DERECHOS (RIGHTS) - NON TRADEABLE,ES06670509M2,DEG,,54,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
24-01-2023,00:00,ACS DERECHOS (RIGHTS),ES06670509M2,MAD,,-54,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
20-01-2023,00:00,ACS DERECHOS (RIGHTS),ES06670509M2,MAD,,54,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
10-01-2023,09:00,ENAGAS SA,ES0130960018,MAD,XMAD,38,"16,1400",EUR,"-613,32",EUR,"-613,32",,"0,00","-1,00","-614,32",d69c6f1d-8b46-44e9-b1b2-7db760f74ed8
06-12-2022,09:00,VIDRALA SA-RIGHT,ES06837469A4,MAD,XMAD,-14,"3,8700",EUR,"54,18",EUR,"54,18",,"0,00","-1,00","53,18",6e52a6fe-f79d-4128-8180-f249c2531a2c
06-12-2022,08:00,"KLEPIERRE S.A.INH.EO 1,40",FR0000121964,FRA,FRAB,36,"22,5000",EUR,"-810,00",EUR,"-810,00",,"0,00","-4,90","-814,90",286da097-1875-4d9f-8265-d3061d6233be
02-12-2022,00:00,VIDRALA SA-RIGHT,ES06837469A4,MAD,,14,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
23-08-2022,09:00,"BANCO DE SABADELL, S.A.",ES0113860A34,MAD,XMAD,135,"0,6434",EUR,"-86,86",EUR,"-86,86",,"0,00","-0,50","-87,36",7f24f912-4b88-4fea-901d-7ba219a8d919
28-07-2022,08:44,ACS CONST. - NON TRADEABLE,ES0167050220,DEG,,-3,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
28-07-2022,08:44,ACS ACTIVIDADES DE CONSTRUCCION Y SERVICIOS SA,ES0167050915,MAD,,3,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
26-07-2022,00:00,ACS CONST. - NON TRADEABLE,ES0167050220,DEG,,3,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
26-07-2022,00:00,ACS ACTIVIDADES DE CONST-RTS,ES06670509L4,MAD,,-45,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
20-07-2022,10:20,ACS ACTIVIDADES DE CONST-RTS - NON,ES06670509L4,DEG,,-6,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
,,TRADEABLE,,,,,,,,,,,,,,
06-07-2022,00:00,ACS ACTIVIDADES DE CONST-RTS - NON TRADEABLE,ES06670509L4,DEG,,6,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
06-07-2022,00:00,ACS ACTIVIDADES DE CONST-RTS,ES06670509L4,MAD,,-6,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
01-07-2022,00:00,ACS ACTIVIDADES DE CONST-RTS,ES06670509L4,MAD,,51,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
28-06-2022,09:00,ACS ACTIVIDADES DE CONSTRUCCION Y SERVICIOS SA,ES0167050915,MAD,XMAD,4,"23,6300",EUR,"-94,52",EUR,"-94,52",,"0,00","-0,50","-95,02",207ecdd3-7ad6-4336-9cb9-778d3be9741b
23-06-2022,00:00,TELEFONICA SA-RTS,ES06784309G2,MAD,,-217,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
23-06-2022,00:00,TELEFONICA SA,ES0178430E18,MAD,,7,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
20-06-2022,08:43,TELEFONICA SA-RTS - NON TRADEABLE,ES06784309G2,DEG,,-22,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
14-06-2022,08:00,SIMON PROPERTY GROUP INC,US8288061091,TDG,XGAT,2,"94,4600",EUR,"-188,92",EUR,"-188,92",,"0,00","-3,90","-192,82",be11cb23-dde3-4fb6-a3bb-1b4e4bf06ff2
06-06-2022,00:00,TELEFONICA SA-RTS - NON TRADEABLE,ES06784309G2,DEG,,22,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
06-06-2022,00:00,TELEFONICA SA-RTS,ES06784309G2,MAD,,-22,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
01-06-2022,00:00,TELEFONICA SA-RTS,ES06784309G2,MAD,,239,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
16-05-2022,16:03,3M COMPANY,US88579Y1010,NSY,CDED,7,"147,3600",USD,"-1031,52",USD,"-991,66","1,0402","-2,48","-0,50","-994,64",3a5a3a1c-4032-419d-8e58-0deaf1b212e2
04-05-2022,14:05,"BANCO DE SABADELL, S.A.",ES0113860A34,MAD,MESI,1369,"0,7252",EUR,"-992,80",EUR,"-992,80",,"0,00","-0,50","-993,30",0b3d9d09-d951-4730-94dc-d9be00a3e3aa
03-05-2022,15:30,VERIZON COMMUNICATIONS INC,US92343V1044,NSY,XNYS,17,"46,4300",USD,"-789,31",USD,"-747,46","1,0560","-1,87","-0,50","-749,83",4ae3777c-f5ad-4f17-9957-d6269d290c0d
03-05-2022,15:30,INTEL CORP,US4581401001,NDQ,XNAS,17,"44,7800",USD,"-761,26",USD,"-720,83","1,0561","-1,80","-0,50","-723,13",152ab2bd-13f6-4c72-b14e-d53b3506b9ca
19-04-2022,09:01,"VIDRALA, S.A.",ES0183746314,MAD,XMAD,7,"64,0000",EUR,"-448,00",EUR,"-448,00",,"0,00","-0,50","-448,50",0654c402-0c18-4288-8c82-4e03bef3a54a
22-03-2022,09:00,INDUSTRIA DE DISENO TEXTIL SA,ES0148396007,MAD,XMAD,47,"21,0200",EUR,"-987,94",EUR,"-987,94",,"0,00","-0,50","-988,44",fc5aa6c5-cc96-405e-a3ae-15c2ba333064
22-02-2022,09:00,INDUSTRIA DE DISENO TEXTIL SA,ES0148396007,MAD,XMAD,20,"24,6500",EUR,"-493,00",EUR,"-493,00",,"0,00","-0,50","-493,50",906fd29f-72d9-4541-ac71-d5fd732816a5
22-02-2022,09:00,"VIDRALA, S.A.",ES0183746314,MAD,XMAD,7,"70,3000",EUR,"-492,10",EUR,"-492,10",,"0,00","-0,50","-492,60",dc288bd7-b484-4af6-8c1a-a9c729cef123
14-02-2022,09:00,EBRO FOODS SA,ES0112501012,MAD,XMAD,40,"16,6400",EUR,"-665,60",EUR,"-665,60",,"0,00",,"-665,60",24654d73-fec9-4d8a-902e-63f7b5b97d53
14-02-2022,09:00,EBRO FOODS SA,ES0112501012,MAD,XMAD,19,"16,6400",EUR,"-316,16",EUR,"-316,16",,"0,00","-0,50","-316,66",24654d73-fec9-4d8a-902e-63f7b5b97d53
01-02-2022,09:55,ACS CONST. - NON TRADEABLE,ES06670509K6,DEG,,-47,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
19-01-2022,00:00,ACS CONST. - NON TRADEABLE,ES06670509K6,DEG,,47,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
19-01-2022,00:00,ACS ACTIVIDADES DE CONST-RTS,ES06670509K6,MAD,,-47,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
14-01-2022,00:00,ACS ACTIVIDADES DE CONST-RTS,ES06670509K6,MAD,,47,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
12-01-2022,09:22,TELEFONICA - NON TRADEABLE,ES0178430122,DEG,,-8,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
12-01-2022,09:22,TELEFONICA SA,ES0178430E18,MAD,,8,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
20-12-2021,10:40,TELEFONICA - NON TRADEABLE,ES06784309F4,DEG,,-23,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
17-12-2021,00:00,TELEFONICA - NON TRADEABLE,ES0178430122,DEG,,8,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
17-12-2021,00:00,TELEFONICA SA-RTS,ES06784309F4,MAD,,-208,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
08-12-2021,00:00,TELEFONICA SA-RTS,ES06784309F4,MAD,,-23,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
08-12-2021,00:00,TELEFONICA - NON TRADEABLE,ES06784309F4,DEG,,23,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
02-12-2021,09:00,MAPFRE SA,ES0124244E34,MAD,XMAD,544,"1,8175",EUR,"-988,72",EUR,"-988,72",,"0,00",,"-988,72",b4395407-5f40-406a-b215-29631abf24ac
02-12-2021,09:00,ACS ACTIVIDADES DE CONSTRUCCION Y SERVICIOS SA,ES0167050915,MAD,XMAD,47,"21,2700",EUR,"-999,69",EUR,"-999,69",,"0,00",,"-999,69",48d10478-474d-4c57-8848-0cf08f63353a
01-12-2021,00:00,TELEFONICA SA-RTS,ES06784309F4,MAD,,231,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
16-09-2021,09:00,ENDESA SA,ES0130670112,MAD,XMAD,53,"18,1000",EUR,"-959,30",EUR,"-959,30",,"0,00","-2,48","-961,78",d27130e1-ad81-4955-8fdc-aaefef743fed
19-08-2021,09:00,TELEFONICA SA,ES0178430E18,MAD,XMAD,231,"4,2500",EUR,"-981,75",EUR,"-981,75",,"0,00","-2,49","-984,24",ff9dcf5e-7108-49a8-97f1-54f18e39ef2d
